"Season","Game_ID","Game_Date","Team","Location","Wins_Entering_Gm","Losses_Entering_Gm","Team_Minutes","Final_Score","Lead_Changes","Ties","Largest_Lead","Full_Timeouts","Short_Timeouts","Qtr_4_Score","L2M_Score","Weekday"
"2017-18",21700625,2018-01-12,"DEN","H",21,20,240,87,2,3,13,7,0,67,84,5
"2017-18",21700625,2018-01-12,"MEM","A",13,27,240,78,1,0,15,5,0,60,76,5
"2017-18",21700626,2018-01-12,"HOU","A",29,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700626,2018-01-12,"PHX","H",16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700627,2018-01-13,"DAL","H",15,28,265,101,6,3,10,9,0,73,87,6
"2017-18",21700627,2018-01-13,"LAL","A",14,27,265,107,6,3,11,7,0,70,90,6
"2017-18",21700628,2018-01-13,"LAC","H",20,21,240,126,1,0,25,4,0,91,117,6
"2017-18",21700628,2018-01-13,"SAC","A",13,28,240,105,0,0,4,6,0,68,99,6
"2017-18",21700629,2018-01-13,"OKC","A",22,20,240,101,6,2,13,4,0,73,99,6
"2017-18",21700629,2018-01-13,"CHA","H",16,24,240,91,6,4,6,4,0,76,88,6
"2017-18",21700630,2018-01-13,"BKN","A",16,26,265,113,0,2,0,9,0,74,102,6
"2017-18",21700630,2018-01-13,"WAS","H",24,18,265,119,0,0,23,8,0,83,105,6
"2017-18",21700631,2018-01-13,"GSW","A",34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700631,2018-01-13,"TOR","H",29,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700632,2018-01-13,"CHI","H",15,27,240,107,12,4,10,5,0,87,102,6
"2017-18",21700632,2018-01-13,"DET","A",22,18,240,105,11,3,4,4,0,84,103,6
"2017-18",21700633,2018-01-13,"DEN","A",22,20,240,80,0,1,0,7,0,69,74,6
"2017-18",21700633,2018-01-13,"SAS","H",28,15,240,112,0,0,38,3,0,82,110,6
"2017-18",21700634,2018-01-14,"MIA","H",24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700634,2018-01-14,"MIL","A",22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700635,2018-01-14,"NOP","A",21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700635,2018-01-14,"NYK","H",19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700636,2018-01-14,"IND","A",22,20,240,120,1,0,33,3,0,96,118,7
"2017-18",21700636,2018-01-14,"PHX","H",16,27,240,97,1,1,2,6,0,66,89,7
"2017-18",21700637,2018-01-14,"MIN","H",28,16,240,120,5,1,26,4,0,91,118,7
"2017-18",21700637,2018-01-14,"POR","A",22,20,240,103,5,2,5,5,0,74,97,7
"2017-18",21700638,2018-01-15,"DET","H",22,19,240,107,5,6,9,6,0,80,97,1
"2017-18",21700638,2018-01-15,"CHA","A",16,25,240,118,6,3,18,3,0,84,110,1
"2017-18",21700639,2018-01-15,"PHI","H",19,20,240,117,0,0,21,7,0,93,107,1
"2017-18",21700639,2018-01-15,"TOR","A",29,12,240,111,0,3,0,7,0,75,101,1
"2017-18",21700640,2018-01-15,"MIL","A",22,20,240,104,7,9,11,6,0,78,98,1
"2017-18",21700640,2018-01-15,"WAS","H",25,18,240,95,6,6,4,6,0,72,93,1
"2017-18",21700641,2018-01-15,"ATL","H",11,31,240,102,4,5,7,6,0,72,91,1
"2017-18",21700641,2018-01-15,"SAS","A",29,15,240,99,3,4,14,6,0,73,89,1
"2017-18",21700642,2018-01-15,"BKN","H",16,27,240,104,3,3,4,6,0,81,95,1
"2017-18",21700642,2018-01-15,"NYK","A",19,24,240,119,3,2,21,4,0,83,113,1
"2017-18",21700643,2018-01-15,"SAC","A",13,29,240,88,6,1,15,6,0,68,84,1
"2017-18",21700643,2018-01-15,"OKC","H",23,20,240,95,7,3,16,5,0,77,91,1
"2017-18",21700644,2018-01-15,"CHI","H",16,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700644,2018-01-15,"MIA","A",25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700645,2018-01-15,"LAL","A",15,27,240,114,0,0,2,6,0,77,109,1
"2017-18",21700645,2018-01-15,"MEM","H",13,28,240,123,1,0,20,3,0,97,118,1
"2017-18",21700646,2018-01-15,"CLE","H",26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700646,2018-01-15,"GSW","A",35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700647,2018-01-15,"IND","A",23,20,240,109,2,2,23,3,0,85,106,1
"2017-18",21700647,2018-01-15,"UTA","H",17,25,240,94,2,1,2,6,0,65,86,1
"2017-18",21700648,2018-01-15,"HOU","A",30,11,240,102,1,0,10,4,0,84,98,1
"2017-18",21700648,2018-01-15,"LAC","H",21,21,240,113,2,3,15,5,0,92,111,1
"2017-18",21700649,2018-01-16,"MIN","A",29,16,240,102,6,2,7,7,0,75,95,2
"2017-18",21700649,2018-01-16,"ORL","H",12,31,240,108,7,7,9,6,0,73,101,2
"2017-18",21700650,2018-01-16,"BOS","H",34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700650,2018-01-16,"NOP","A",22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700651,2018-01-16,"DAL","A",15,29,240,102,0,0,7,7,0,69,95,2
"2017-18",21700651,2018-01-16,"DEN","H",22,21,240,105,1,2,23,7,0,86,101,2
"2017-18",21700652,2018-01-16,"PHX","A",16,28,240,111,2,1,5,6,0,72,103,2
"2017-18",21700652,2018-01-16,"POR","H",22,21,240,118,2,1,27,5,0,92,112,2
"2017-18",21700653,2018-01-17,"WAS","A",25,19,240,109,1,3,2,5,0,79,105,3
"2017-18",21700653,2018-01-17,"CHA","H",17,25,240,133,1,2,28,4,0,102,128,3
"2017-18",21700654,2018-01-17,"ATL","H",12,31,240,94,2,3,7,6,0,71,87,3
"2017-18",21700654,2018-01-17,"NOP","A",23,20,240,93,2,2,19,5,0,70,90,3
"2017-18",21700655,2018-01-17,"BKN","H",16,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700655,2018-01-17,"SAS","A",29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700656,2018-01-17,"TOR","H",29,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700656,2018-01-17,"DET","A",22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700657,2018-01-17,"CHI","H",17,27,240,112,3,2,11,6,0,78,107,3
"2017-18",21700657,2018-01-17,"GSW","A",36,9,240,119,4,1,19,6,0,95,114,3
"2017-18",21700658,2018-01-17,"NYK","A",20,24,240,99,2,2,3,6,0,73,96,3
"2017-18",21700658,2018-01-17,"MEM","H",14,28,240,105,3,5,18,6,0,88,100,3
"2017-18",21700659,2018-01-17,"MIA","A",25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700659,2018-01-17,"MIL","H",23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700660,2018-01-17,"LAL","A",15,28,240,90,3,2,2,5,0,72,90,3
"2017-18",21700660,2018-01-17,"OKC","H",24,20,240,114,3,0,25,5,0,93,110,3
"2017-18",21700661,2018-01-17,"SAC","H",13,30,240,105,1,1,10,4,0,73,97,3
"2017-18",21700661,2018-01-17,"UTA","A",17,26,240,120,2,2,20,5,0,88,115,3
"2017-18",21700662,2018-01-17,"DEN","A",23,21,240,104,7,5,12,7,0,81,98,3
"2017-18",21700662,2018-01-17,"LAC","H",22,21,240,109,8,7,7,6,0,80,102,3
"2017-18",21700663,2018-01-18,"BOS","H",34,11,240,80,2,1,6,4,0,53,79,4
"2017-18",21700663,2018-01-18,"PHI","A",20,20,240,89,3,2,21,7,0,71,86,4
"2017-18",21700664,2018-01-18,"CLE","H",26,17,240,104,1,1,23,7,0,84,101,4
"2017-18",21700664,2018-01-18,"ORL","A",13,31,240,103,1,1,1,5,0,80,99,4
"2017-18",21700665,2018-01-18,"HOU","H",30,12,240,116,3,0,19,4,0,89,107,4
"2017-18",21700665,2018-01-18,"MIN","A",29,17,240,98,2,5,4,6,0,70,96,4
"2017-18",21700666,2018-01-18,"IND","A",24,20,240,86,6,1,6,6,0,74,84,4
"2017-18",21700666,2018-01-18,"POR","H",23,21,240,100,7,4,15,5,0,74,92,4
"2017-18",21700667,2018-01-19,"SAS","A",30,16,240,83,4,5,8,7,0,60,72,5
"2017-18",21700667,2018-01-19,"TOR","H",30,13,240,86,4,5,14,6,0,63,80,5
"2017-18",21700668,2018-01-19,"MIA","A",26,18,240,95,3,4,16,7,0,69,91,5
"2017-18",21700668,2018-01-19,"BKN","H",16,29,240,101,4,8,6,7,0,67,91,5
"2017-18",21700669,2018-01-19,"WAS","A",25,20,240,122,3,3,20,5,0,91,113,5
"2017-18",21700669,2018-01-19,"DET","H",22,21,240,112,3,2,15,4,0,74,107,5
"2017-18",21700670,2018-01-19,"SAC","A",13,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700670,2018-01-19,"MEM","H",15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700671,2018-01-19,"DEN","H",23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700671,2018-01-19,"PHX","A",16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700672,2018-01-19,"NYK","A",20,25,240,117,8,4,10,5,0,85,113,5
"2017-18",21700672,2018-01-19,"UTA","H",18,26,240,115,8,3,10,6,0,78,103,5
"2017-18",21700673,2018-01-19,"LAL","H",15,29,240,99,3,2,15,6,0,74,92,5
"2017-18",21700673,2018-01-19,"IND","A",24,21,240,86,2,3,9,6,0,66,82,5
"2017-18",21700674,2018-01-20,"CLE","H",27,17,240,124,0,0,0,6,0,94,115,6
"2017-18",21700674,2018-01-20,"OKC","A",25,20,240,148,0,0,31,4,0,114,144,6
"2017-18",21700675,2018-01-20,"ATL","H",13,31,240,97,0,0,0,6,0,63,89,6
"2017-18",21700675,2018-01-20,"CHI","A",17,28,240,113,0,0,25,2,0,77,107,6
"2017-18",21700676,2018-01-20,"MIA","A",26,19,240,106,2,5,11,6,0,73,96,6
"2017-18",21700676,2018-01-20,"CHA","H",18,25,240,105,1,2,10,7,0,83,101,6
"2017-18",21700677,2018-01-20,"NOP","H",23,21,240,111,0,0,21,6,0,83,106,6
"2017-18",21700677,2018-01-20,"MEM","A",16,28,240,104,0,2,0,5,0,81,99,6
"2017-18",21700678,2018-01-20,"MIL","A",23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700678,2018-01-20,"PHI","H",21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700679,2018-01-20,"GSW","A",37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700679,2018-01-20,"HOU","H",31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700680,2018-01-20,"MIN","H",29,18,240,115,6,2,10,6,0,87,107,6
"2017-18",21700680,2018-01-20,"TOR","A",31,13,240,109,5,4,11,5,0,83,106,6
"2017-18",21700681,2018-01-20,"LAC","A",23,21,240,113,0,0,0,6,0,87,108,6
"2017-18",21700681,2018-01-20,"UTA","H",18,27,240,125,0,0,25,5,0,104,117,6
"2017-18",21700682,2018-01-20,"DAL","A",15,30,240,108,1,1,2,7,0,79,102,6
"2017-18",21700682,2018-01-20,"POR","H",24,21,240,117,1,1,18,4,0,91,110,6
"2017-18",21700683,2018-01-21,"BOS","H",34,12,240,95,6,1,6,4,0,71,89,7
"2017-18",21700683,2018-01-21,"ORL","A",13,32,240,103,6,1,19,4,0,90,98,7
"2017-18",21700684,2018-01-21,"LAL","H",16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700684,2018-01-21,"NYK","A",21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700685,2018-01-21,"BKN","A",17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700685,2018-01-21,"DET","H",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700686,2018-01-21,"IND","A",24,22,240,94,5,2,17,6,0,71,85,7
"2017-18",21700686,2018-01-21,"SAS","H",30,17,240,86,5,3,5,5,0,59,78,7
"2017-18",21700687,2018-01-22,"SAC","A",13,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700687,2018-01-22,"CHA","H",18,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700688,2018-01-22,"ATL","H",13,32,240,104,4,0,26,4,0,74,102,1
"2017-18",21700688,2018-01-22,"UTA","A",19,27,240,90,4,3,1,5,0,63,81,1
"2017-18",21700689,2018-01-22,"HOU","H",32,12,240,99,8,4,9,5,0,71,93,1
"2017-18",21700689,2018-01-22,"MIA","A",27,19,240,90,7,6,14,7,0,68,90,1
"2017-18",21700690,2018-01-22,"PHI","A",22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700690,2018-01-22,"MEM","H",16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700691,2018-01-22,"MIL","H",23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700691,2018-01-22,"PHX","A",17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700692,2018-01-22,"NOP","H",24,21,290,132,6,6,13,9,0,81,105,1
"2017-18",21700692,2018-01-22,"CHI","A",18,28,290,128,5,6,18,8,0,81,110,1
"2017-18",21700693,2018-01-22,"DAL","H",15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700693,2018-01-22,"WAS","A",26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700694,2018-01-22,"DEN","H",23,23,240,104,9,14,8,6,0,76,95,1
"2017-18",21700694,2018-01-22,"POR","A",25,21,240,101,9,8,7,6,0,78,95,1
"2017-18",21700695,2018-01-22,"LAC","H",23,22,240,118,11,8,4,7,0,90,112,1
"2017-18",21700695,2018-01-22,"MIN","A",30,18,240,126,11,4,10,6,0,92,117,1
"2017-18",21700696,2018-01-23,"ORL","H",14,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700696,2018-01-23,"SAC","A",13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700697,2018-01-23,"BKN","A",18,29,240,108,10,1,15,7,0,85,104,2
"2017-18",21700697,2018-01-23,"OKC","H",26,20,240,109,10,4,4,5,0,74,103,2
"2017-18",21700698,2018-01-23,"CLE","A",27,18,240,102,4,1,6,6,0,81,96,2
"2017-18",21700698,2018-01-23,"SAS","H",30,18,240,114,5,5,14,3,0,89,107,2
"2017-18",21700699,2018-01-23,"GSW","H",37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700699,2018-01-23,"NYK","A",21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700700,2018-01-23,"BOS","A",34,13,240,107,9,2,14,7,0,74,98,2
"2017-18",21700700,2018-01-23,"LAL","H",17,29,240,108,9,8,6,7,0,76,102,2
"2017-18",21700701,2018-01-24,"NOP","A",25,21,240,101,5,5,11,5,0,76,94,3
"2017-18",21700701,2018-01-24,"CHA","H",19,26,240,96,5,10,4,6,0,73,92,3
"2017-18",21700702,2018-01-24,"UTA","A",19,28,265,98,10,7,7,7,0,65,83,3
"2017-18",21700702,2018-01-24,"DET","H",22,23,265,95,9,5,9,8,0,64,88,3
"2017-18",21700703,2018-01-24,"IND","H",25,22,240,116,0,0,38,5,0,99,116,3
"2017-18",21700703,2018-01-24,"PHX","A",17,30,240,101,0,1,0,4,0,65,99,3
"2017-18",21700704,2018-01-24,"CHI","A",18,29,240,101,0,0,0,6,0,67,99,3
"2017-18",21700704,2018-01-24,"PHI","H",22,21,240,115,0,0,25,4,0,85,114,3
"2017-18",21700705,2018-01-24,"ATL","H",14,32,240,93,0,3,0,5,0,65,88,3
"2017-18",21700705,2018-01-24,"TOR","A",31,14,240,108,0,0,32,4,0,85,106,3
"2017-18",21700706,2018-01-24,"DAL","H",16,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700706,2018-01-24,"HOU","A",33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700707,2018-01-24,"SAS","A",31,18,240,108,1,1,23,5,0,77,104,3
"2017-18",21700707,2018-01-24,"MEM","H",17,29,240,85,0,0,2,5,0,64,85,3
"2017-18",21700708,2018-01-24,"MIN","A",31,18,240,114,3,2,8,6,0,84,106,3
"2017-18",21700708,2018-01-24,"POR","H",25,22,240,123,3,3,19,4,0,97,123,3
"2017-18",21700709,2018-01-24,"BOS","A",34,14,240,113,5,2,19,4,0,91,113,3
"2017-18",21700709,2018-01-24,"LAC","H",23,23,240,102,4,3,4,6,0,77,97,3
"2017-18",21700710,2018-01-25,"MIA","H",27,20,240,88,9,3,12,5,0,72,84,4
"2017-18",21700710,2018-01-25,"SAC","A",14,33,240,89,10,4,8,5,0,71,81,4
"2017-18",21700711,2018-01-25,"OKC","H",27,20,240,121,0,0,19,4,0,82,112,4
"2017-18",21700711,2018-01-25,"WAS","A",26,21,240,112,0,1,0,6,0,74,106,4
"2017-18",21700712,2018-01-25,"DEN","H",24,23,240,130,1,0,18,5,0,99,125,4
"2017-18",21700712,2018-01-25,"NYK","A",21,27,240,118,1,1,1,6,0,92,114,4
"2017-18",21700713,2018-01-25,"GSW","H",38,10,240,126,0,0,16,4,0,106,121,4
"2017-18",21700713,2018-01-25,"MIN","A",31,19,240,113,0,2,0,7,0,93,111,4
"2017-18",21700714,2018-01-26,"ATL","A",14,33,240,110,6,9,5,6,0,86,110,5
"2017-18",21700714,2018-01-26,"CHA","H",19,27,240,121,6,1,13,6,0,90,114,5
"2017-18",21700715,2018-01-26,"CLE","H",27,19,240,115,0,0,19,6,0,97,111,5
"2017-18",21700715,2018-01-26,"IND","A",26,22,240,108,0,3,0,6,0,80,104,5
"2017-18",21700716,2018-01-26,"TOR","H",32,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700716,2018-01-26,"UTA","A",20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700717,2018-01-26,"CHI","H",18,30,240,103,2,3,3,7,0,72,97,5
"2017-18",21700717,2018-01-26,"LAL","A",18,29,240,108,3,1,17,5,0,84,99,5
"2017-18",21700718,2018-01-26,"LAC","A",23,24,240,109,3,1,14,4,0,83,105,5
"2017-18",21700718,2018-01-26,"MEM","H",17,30,240,100,2,4,7,6,0,76,95,5
"2017-18",21700719,2018-01-26,"MIL","H",24,22,240,116,0,0,28,3,0,81,107,5
"2017-18",21700719,2018-01-26,"BKN","A",18,30,240,91,0,0,0,5,0,72,86,5
"2017-18",21700720,2018-01-26,"NOP","H",26,21,240,115,4,0,21,7,0,90,106,5
"2017-18",21700720,2018-01-26,"HOU","A",34,12,240,113,4,4,2,6,0,80,104,5
"2017-18",21700721,2018-01-26,"DAL","H",16,32,240,93,2,2,12,7,0,68,84,5
"2017-18",21700721,2018-01-26,"POR","A",26,22,240,107,3,1,22,2,0,75,104,5
"2017-18",21700722,2018-01-26,"PHI","A",23,21,240,97,1,2,25,4,0,81,97,5
"2017-18",21700722,2018-01-26,"SAS","H",32,18,240,78,1,1,2,7,0,61,76,5
"2017-18",21700723,2018-01-26,"NYK","A",21,28,240,107,0,0,27,4,0,81,105,5
"2017-18",21700723,2018-01-26,"PHX","H",17,31,240,85,0,1,0,5,0,67,80,5
"2017-18",21700724,2018-01-27,"OKC","A",28,20,240,121,3,0,27,7,0,98,113,6
"2017-18",21700724,2018-01-27,"DET","H",22,24,240,108,3,1,2,3,0,81,104,6
"2017-18",21700725,2018-01-27,"ORL","A",14,33,240,112,0,0,21,7,0,92,108,6
"2017-18",21700725,2018-01-27,"IND","H",26,23,240,114,1,0,5,6,0,84,111,6
"2017-18",21700726,2018-01-27,"ATL","H",14,34,240,104,0,0,0,6,0,71,99,6
"2017-18",21700726,2018-01-27,"WAS","A",26,22,240,129,0,0,25,4,0,92,122,6
"2017-18",21700727,2018-01-27,"MIA","H",27,21,240,95,2,2,10,6,0,71,89,6
"2017-18",21700727,2018-01-27,"CHA","A",20,27,240,91,2,2,15,6,0,78,90,6
"2017-18",21700728,2018-01-27,"BOS","A",35,14,240,105,3,0,10,5,0,73,95,6
"2017-18",21700728,2018-01-27,"GSW","H",39,10,240,109,4,7,10,6,0,80,95,6
"2017-18",21700729,2018-01-27,"MIN","H",31,20,240,111,2,3,26,5,0,78,105,6
"2017-18",21700729,2018-01-27,"BKN","A",18,31,240,97,1,1,2,5,0,65,95,6
"2017-18",21700730,2018-01-27,"DAL","A",16,33,240,89,3,6,9,7,0,74,86,6
"2017-18",21700730,2018-01-27,"DEN","H",25,23,240,91,3,3,13,5,0,66,86,6
"2017-18",21700731,2018-01-28,"CHI","H",18,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700731,2018-01-28,"MIL","A",25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700732,2018-01-28,"HOU","H",34,13,240,113,3,1,18,3,0,92,109,7
"2017-18",21700732,2018-01-28,"PHX","A",17,32,240,102,2,5,3,6,0,77,102,7
"2017-18",21700733,2018-01-28,"NOP","H",27,21,240,103,1,0,21,7,0,77,100,7
"2017-18",21700733,2018-01-28,"LAC","A",24,24,240,112,2,0,11,5,0,80,105,7
"2017-18",21700734,2018-01-28,"CLE","H",28,19,240,121,8,4,17,6,0,90,111,7
"2017-18",21700734,2018-01-28,"DET","A",22,25,240,104,7,5,6,4,0,87,102,7
"2017-18",21700735,2018-01-28,"LAL","A",19,29,240,111,0,0,3,5,0,77,102,7
"2017-18",21700735,2018-01-28,"TOR","H",32,15,240,123,1,2,22,4,0,91,116,7
"2017-18",21700736,2018-01-28,"PHI","A",24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700736,2018-01-28,"OKC","H",29,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700737,2018-01-28,"SAC","A",15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700737,2018-01-28,"SAS","H",32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700738,2018-01-29,"IND","H",27,23,240,105,9,8,14,5,0,81,103,1
"2017-18",21700738,2018-01-29,"CHA","A",20,28,240,96,9,8,4,5,0,78,91,1
"2017-18",21700739,2018-01-29,"ATL","H",14,35,240,105,5,7,5,4,0,76,99,1
"2017-18",21700739,2018-01-29,"MIN","A",32,20,240,100,4,8,11,7,0,79,96,1
"2017-18",21700740,2018-01-29,"PHX","A",17,33,240,109,0,0,10,4,0,74,101,1
"2017-18",21700740,2018-01-29,"MEM","H",17,31,240,120,1,0,25,4,0,90,116,1
"2017-18",21700741,2018-01-29,"MIL","H",26,22,240,107,2,3,16,3,0,83,105,1
"2017-18",21700741,2018-01-29,"PHI","A",24,22,240,95,2,5,10,7,0,75,89,1
"2017-18",21700742,2018-01-29,"DAL","H",16,34,240,88,2,2,4,7,0,61,84,1
"2017-18",21700742,2018-01-29,"MIA","A",28,21,240,95,3,5,18,6,0,75,91,1
"2017-18",21700743,2018-01-29,"BOS","A",35,15,240,111,6,5,20,5,0,80,108,1
"2017-18",21700743,2018-01-29,"DEN","H",26,23,240,110,5,3,6,6,0,82,102,1
"2017-18",21700744,2018-01-30,"OKC","A",30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700744,2018-01-30,"WAS","H",27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700745,2018-01-30,"BKN","A",18,32,240,95,0,2,3,6,0,69,95,2
"2017-18",21700745,2018-01-30,"NYK","H",22,28,240,111,1,1,25,5,0,86,106,2
"2017-18",21700746,2018-01-30,"MIN","A",32,21,240,104,2,1,13,6,0,80,96,2
"2017-18",21700746,2018-01-30,"TOR","H",33,15,240,109,3,9,9,5,0,78,103,2
"2017-18",21700747,2018-01-30,"CLE","A",29,19,240,114,4,5,4,5,0,84,108,2
"2017-18",21700747,2018-01-30,"DET","H",22,26,240,125,4,2,16,4,0,89,123,2
"2017-18",21700748,2018-01-30,"HOU","H",35,13,240,114,6,8,7,5,0,90,107,2
"2017-18",21700748,2018-01-30,"ORL","A",14,34,240,107,6,9,5,6,0,88,107,2
"2017-18",21700749,2018-01-30,"NOP","H",27,22,240,103,7,1,9,5,0,85,103,2
"2017-18",21700749,2018-01-30,"SAC","A",15,34,240,114,8,6,12,4,0,90,109,2
"2017-18",21700750,2018-01-30,"DEN","A",26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700750,2018-01-30,"SAS","H",33,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700751,2018-01-30,"GSW","A",40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700751,2018-01-30,"UTA","H",21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700752,2018-01-30,"LAC","H",25,24,240,96,4,5,3,5,0,67,94,2
"2017-18",21700752,2018-01-30,"POR","A",27,22,240,104,4,3,22,5,0,86,102,2
"2017-18",21700753,2018-01-31,"IND","H",28,23,240,105,7,8,9,4,0,84,100,3
"2017-18",21700753,2018-01-31,"MEM","A",18,31,240,101,6,2,5,6,0,75,98,3
"2017-18",21700754,2018-01-31,"LAL","A",19,30,240,105,0,0,6,4,0,81,103,3
"2017-18",21700754,2018-01-31,"ORL","H",14,35,240,127,1,2,29,5,0,101,119,3
"2017-18",21700755,2018-01-31,"ATL","H",15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700755,2018-01-31,"CHA","A",20,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700756,2018-01-31,"BKN","H",18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700756,2018-01-31,"PHI","A",24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700757,2018-01-31,"CLE","H",29,20,240,91,6,9,14,7,0,72,85,3
"2017-18",21700757,2018-01-31,"MIA","A",29,21,240,89,6,5,4,7,0,72,83,3
"2017-18",21700758,2018-01-31,"BOS","H",36,15,240,103,3,0,33,4,0,81,103,3
"2017-18",21700758,2018-01-31,"NYK","A",23,28,240,73,2,2,5,5,0,65,72,3
"2017-18",21700759,2018-01-31,"CHI","A",18,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700759,2018-01-31,"POR","H",28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700760,2018-01-31,"DAL","A",16,35,240,88,0,0,0,6,0,61,84,3
"2017-18",21700760,2018-01-31,"PHX","H",17,34,240,102,0,0,23,6,0,81,97,3
"2017-18",21700761,2018-02-01,"MEM","A",18,32,240,102,10,8,7,7,0,76,100,4
"2017-18",21700761,2018-02-01,"DET","H",23,26,240,104,11,5,8,5,0,82,98,4
"2017-18",21700762,2018-02-01,"TOR","A",34,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700762,2018-02-01,"WAS","H",28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
